# h,k,F.real,F.imag
2, 6, 2.272270e+01, -2.565591e-14
2, 7, 1.417698e-15, 1.487699e-14
2, 8, 4.555548e+00, 6.585738e-15
2, 9, -1.787900e-14, 9.547918e-15
2, 10, 1.209027e+01, -1.530648e-14
2, 11, -9.992242e-15, 7.105427e-15
2, 12, 1.785402e+00, 9.894849e-16
2, 13, 8.344268e-15, 5.551115e-16
2, 14, 7.000374e+00, -1.654019e-14
3, -14, -1.525153e-15, 1.110223e-15
3, -13, -2.220446e-16, 3.515449e-15
3, -12, 6.388608e-15, 4.884981e-15
3, -11, -3.108624e-15, -8.514966e-15
3, -10, -7.055381e-15, -1.776357e-15
3, -9, -5.107026e-15, -5.662137e-15
3, -8, -1.563377e-14, -6.217249e-15
3, -7, -8.881784e-16, 3.663736e-15
3, -6, -3.942893e-15, 6.217249e-15
3, -5, 4.440892e-16, -6.661338e-16
3, -4, 2.175126e-14, 1.776357e-14
3, -3, 4.440892e-16, -4.440892e-16
3, -2, -5.988661e-15, 3.552714e-15
3, -1, 8.881784e-16, -5.773160e-15
3, 0, -7.871790e-15, -2.309264e-14
3, 1, 2.664535e-15, -2.886580e-15
3, 2, -1.854479e-14, -1.421085e-14
3, 3, -6.217249e-15, -2.220446e-15
3, 4, -4.278523e-15, 1.687539e-14
3, 5, 4.884981e-15, -1.942890e-15
3, 6, -5.854961e-15, 4.440892e-15
3, 7, 2.442491e-15, 6.710040e-15
3, 8, -1.787391e-14, 6.661338e-15
3, 9, -7.993606e-15, 5.615754e-15
3, 10, -1.342172e-14, -8.881784e-16
3, 11, 1.110223e-15, -1.576072e-15
3, 12, 2.095259e-15, 1.199041e-14
3, 13, 1.221245e-14, -8.215650e-15
3, 14, -2.762578e-15, -2.442491e-15
4, -14, 4.415069e+00, -8.255059e-15
4, -13, -1.158786e-14, 8.881784e-16
4, -12, 1.589697e+01, -1.335811e-15
4, -11, 1.754263e-14, -1.543210e-14
4, -10, -5.779163e-01, 5.631283e-15
4, -9, 2.999131e-15, 1.354472e-14
4, -8, 7.726254e-01, 2.362130e-15
4, -7, -2.075061e-14, 7.327472e-15
4, -6, 7.755283e+00, -1.421636e-15
4, -5, -1.136430e-14, -2.708944e-14
4, -4, 5.207297e+01, 0.000000e+00
4, -3, 2.397171e-14, -1.731948e-14
4, -2, 5.106223e+00, 1.109301e-15
4, -1, -3.699494e-15, -4.440892e-16
4, 0, 1.487396e+00, -1.135679e-14
4, 1, -8.935787e-15, -8.881784e-15
4, 2, 5.106223e+00, -2.248108e-16
4, 3, -2.502166e-15, 1.687539e-14
4, 4, 5.207297e+01, -2.592619e-14
4, 5, -2.151811e-14, 3.597123e-14
4, 6, 7.755283e+00, 2.108349e-14
4, 7, -3.462417e-14, -4.884981e-15
4, 8, 7.726254e-01, -3.353745e-14
4, 9, 8.522276e-15, -1.354472e-14
4, 10, -5.779163e-01, -8.901171e-15
4, 11, 1.538577e-14, 2.342571e-14
4, 12, 1.589697e+01, -9.235520e-15
4, 13, -1.748427e-14, -1.998401e-15
4, 14, 4.415069e+00, 6.876719e-15
5, -14, -5.475160e-15, 7.327472e-15
5, -13, 1.998401e-15, 6.938751e-15
5, -12, -8.298167e-15, 4.884981e-15
5, -11, -1.776357e-15, -6.661338e-16
5, -10, 8.958161e-16, 3.330669e-15
5, -9, 1.776357e-15, -6.357056e-15
5, -8, -2.729119e-15, -1.110223e-14
5, -7, 8.881784e-16, -4.218847e-15
5, -6, -2.936883e-15, 5.773160e-15
5, -5, 2.220446e-15, 0.000000e+00
5, -4, -9.365901e-15, 2.753353e-14
5, -3, 4.440892e-16, 6.661338e-16
